,train_acc1_mean,train_acc1_std,train_loss_mean,train_loss_std,test_acc1_mean,test_acc1_std,test_loss_mean,test_loss_std
lr-5e-05,0.9925214131673177,0.001850470337574502,0.02267396531016049,0.003913191140527856,1.000000076293945,0.0,0.009075628929470744,0.0010554407722300656
lr-0.0001,0.9903846740722656,0.0048959176192162855,0.026771964793119375,0.00939063028572089,1.000000076293945,0.0,0.011558911661268212,0.0017170026776912018
lr-0.001,0.978276392618815,0.00607506305787421,0.05439082127543063,0.010638873140456497,0.9957265472412108,0.004273529052734204,0.027517208208640415,0.009050203304653844
lr-0.0005,0.9896724192301433,0.0058841560545773485,0.030118418011503917,0.019693290194436098,1.000000076293945,0.0,0.014369884355498167,0.005542329703671058
lr-0.0002,0.991096903483073,0.0022240089233983283,0.02333374547597487,0.006314507550657403,1.000000076293945,0.0,0.01004929261034704,0.0021652522466590893
